date,jobs
2021-06-28,5745
2021-06-29,4790
2021-06-30,4763
2021-07-01,4874
2021-07-02,4927
2021-07-03,5020
2021-07-04,5025
2021-07-05,5026
2021-07-06,6375
2021-07-07,6480
2021-07-08,6554
2021-07-09,6382
2021-07-10,6577
2021-07-11,6429
2021-07-12,6389
2021-07-13,6479
2021-07-14,6722
2021-07-15,6463
2021-07-16,6574
2021-07-17,6758
2021-07-18,6754
2021-07-19,6771
2021-07-20,6879
2021-07-21,6871
2021-07-22,6996
2021-07-23,6998
2021-07-24,7302
2021-07-25,7300
2021-07-26,7251
2021-07-27,7382
